Title,URL
"카카오모빌리티 분식회계 지적에 매출 총액법에서 순액법으로 변경, 작년 매출 4천억 줄어",https://www.businesspost.co.kr/BP?command=article_view&num=345913
"""상장폐지 피하려 유상증자·분식회계…좀비기업 적발""",https://www.hankyung.com/article/2024032539185
이재용 회장 '삼성바이오로직스 분식회계' 선고 일주일 앞…K바이오 날개 꺾일까 우려,http://m.yakup.com/news/index.html?mode=view&nid=289564
"""카카오모빌리티 분식회계 고의성"" 금감원 최고 수준 제재 추진",https://www.ikbc.co.kr/%EA%B2%BD%EC%A0%9C/article/view/kbc202402220079
"증선위, 분식회계 논란 카카오모빌리티 제재 수위 결론 못내",https://www.seoulfn.com/news/articleView.html?idxno=521958
"법원, ""대우조선해양, 하나은행·정부에 분식회계 손해 배상해야""",https://www.newdaily.co.kr/site/data/html/2024/02/22/2024022200164.html
두산에너빌리티 '분식회계' 논란,https://www.hankyung.com/article/2023100953571
"이재용 '삼성 부당합병·회계부정' 항소심, 이르면 내년 1월 선고",https://www.newspim.com/news/view/20240722000937
‘부당합병·분식회계’ 혐의 이재용 1심 판결 2월 5일로 연기,https://munhwa.com/news/view.html?no=2024012201039921312003
"금감원, LS전선 분식 회계 ‘봐주기’ 의혹에 “절차에 따라 감리업무 수행”",https://www.smartfn.co.kr/article/view/sfn202405200054
[단독] 카카오모빌리티 ‘분식회계’ 과징금 80억 받는데… 카카오는 류긍선 대표 유임 - 조선비즈,https://biz.chosun.com/it-science/ict/2024/02/23/J3PYRCPWSVBKJMWTAV5Q3NAXTQ/
"[단독]금융당국, 두산에너빌리티 분식회계 고의성 입증할 문서 확보···두산측 “손실 시나리오 담은 보고용 문서”",https://www.khan.co.kr/economy/finance/article/202310121652001
"금감원, 카카오모빌리티 '분식회계' 최고수위 제재 착수",https://www.yna.co.kr/view/AKR20240222179900002
"한국투자·대신증권, “분식회계 논란 카카오모빌리티에 속 끓는 이유”",https://www.greened.kr/news/articleView.html?idxno=314238
분식회계·기술 탈취·경쟁사 죽이기… 카카오 전방위 조사,https://www.chosun.com/economy/tech_it/2023/11/01/CWQ2CYXON5GTXMAPFPWCCFT5MA/
참여연대가 있는 한 ‘삼성공화국’ 어림없다⚡️ - 참여연대 - 경제금융센터,https://www.peoplepower21.org/economy/1955190
"금감원, 분식회계 혐의 카카오모빌리티에 과징금",https://www.digitaltoday.co.kr/news/articleView.html?idxno=507125
[단독] 카카오모빌리티 3천억대 회계조작 의혹…금감원 감리,https://www.hani.co.kr/arti/economy/finance/1114270.html
"[단독] 기업 수사한 '벨트검사'가 분식회계 변호…""일정기간 막아야"" [벨트검사의 두 얼굴③]",https://www.joongang.co.kr/article/25243093
'고의 분식 혐의' 3년만에 벗어…두산에너빌리티 거래정지 면해,https://www.hankyung.com/article/2024020721821
"금융감독원, 카카오모빌리티 분식회계 의혹 관련 강도 높은 제재 절차 착수",https://www.businesspost.co.kr/BP?command=article_view&num=343414
"[뉴스모음] 카카오모빌리티 분식회계 증선위, 다음 달로 外",https://dealsite.co.kr/articles/123906
이미지 위해 '중공업'도 버렸는데…두산에너빌리티 '분식회계' 여파 어디까지?,https://www.bizhankook.com/bk/article/27118
이재용 회장 '삼성바이오로직스 분식회계' 무죄,http://m.yakup.com/news/index.html?mode=view&nid=290182
금감원장 “최근 분식회계 유인 커져…기업 내부통제 주의깊게 살펴야”,https://news.kbs.co.kr/news/view.do?ncd=7810542
"항소심도 ""대우조선해양, 정부·하나은행 등에 분식회계 손해 배상해야""",https://www.yna.co.kr/view/MYH20240222010400641
'영구채는 분식회계' 오명 벗었다…6년 만에 자본으로 가닥,https://www.hankyung.com/article/202402206342i
분식회계 혐의 피노텍 등 5개사 감사인지정,https://m.skyedaily.com/news_view.html?ID=224660
‘분식 회계’ 의혹 두산에너빌리티 내달 제재 여부 논의,https://m.edaily.co.kr/News/Read?newsId=03824486638761000&mediaCodeNo=257
"카카오모빌리티 분식회계 ‘과징금 90억’… 류긍선, 불명예 퇴진 위기",https://www.seoul.co.kr/news/economy/industry/2024/02/27/20240227019002
"[올댓차이나] 중국, 분식회계 헝다집단에 7700억원 벌금 처분",https://www.newsis.com/view/NISX20240319_0002665523
금감원 '분식회계 의혹' 카카오모빌리티 최고 수위 제재 추진,https://www.safetimes.co.kr/news/articleView.html?idxno=212610
카카오모빌리티 '3천억원대 분식 회계' 의혹,https://www.lawtimes.co.kr/news/192749
"한화·IBK·현대차證, '분식회계' 中 고섬 상대 1심 일부 승소",https://biz.sbs.co.kr/article/20000163286
"금감원, ‘분식회계' 의혹으로 카카오모빌리티 제재 착수",https://www.psnews.co.kr/news/articleView.html?idxno=2047933
"금감원, '분식회계 의혹' 카카오모빌리티 최고제재 추진",https://www.newspim.com/news/view/20240223000002
"STX조선 분식회계 피해자 2만명, 집단소송 돌입",https://www.lawtimes.co.kr/news/192753
‘분식회계 논란’ 카카오모빌리티…경영쇄신 ‘물음표’,https://m.ekn.kr/view.php?key=20240327026153369
"두산에너빌리티 분식회계 의혹…금융당국, 고의 누락 정황 포착",https://www.khan.co.kr/economy/finance/article/202310122157035
"분식회계 대우조선, 하나은행 2심도 ""14억 배상""…총 550억 육박",http://www.haesanews.com/news/articleView.html?idxno=115077
"법원, '1천억대 분식회계' 대우산업개발 회장 보석신청 기각",https://www.yna.co.kr/view/AKR20240221136800004
"금감원, ‘분식회계’ 의혹 카카오모빌리티 최고 수위 제재 착수",https://m.ddaily.co.kr/page/view/2024022309284262273
"與김경율, 이재용 무죄 재판부 비판…“회계분식 무시한 판사님”",https://www.chosun.com/politics/politics_general/2024/02/07/ZM7NLVAJGBEZTHDYPDX6S2G3NA/
"""대표 잘라라"" 금감원 경고…초유의 사태 벌어지나 '초긴장' [선한결의 회계포커스]",https://www.hankyung.com/article/202404230603i
"김대기, 文정부 ‘통계조작’에 “민간선 분식회계로 큰 처벌받는 사안”",https://www.donga.com/news/Politics/article/all/20231107/122071080/1
"실체 없는 신사업 내세운 기업들…금감원, 분식회계 여부 심사",https://www.hani.co.kr/arti/economy/finance/1116874.html
“과거 사례와 달라” 카카오모빌리티 분식회계 정조준한 금감원... 회계법인도 칼날 닿나 - 조선비즈,https://biz.chosun.com/stock/stock_general/2023/11/03/BEBFV4BWRRFNBE6657CN6GHCSM/
"""카카오모빌리티, 매출 부풀렸다"", '분식회계 논란'…IPO 미뤄지나",https://www.hankyung.com/article/2023103121211
돈 끌어모은 뒤 횡령·분식회계로 증시에 기생…‘좀비기업’ 퇴출시킨다,https://stock.mk.co.kr/news/view/402736
"금감원, 카카오모빌리티 '분식회계' 최고수위 제재 착수",https://www.hankyung.com/article/202402223847Y
'1400억 분식회계' 혐의 이상영 대우산업개발 회장 추가 구속,https://hankookilbo.com/News/Read/A2024032814280004509
카카오모빌리티 분식회계 '최고수위' 제재…카카오 자금줄 비상,https://www.asiae.co.kr/article/2024022309231470215
"""고의적 분식회계"" 금감원, 카카오모빌리티에 최고 제재...모회사 카카오 영향은?",https://www.fntimes.com/html/view.php?ud=202402231041575144959a82f9f5_18
"금감원, 카카오모빌리티 '분식회계' 제재 착수",https://imnews.imbc.com/news/2024/econo/article/6573875_36452.html
"분식회계 논란 카카오모빌 금융위, 첫 제재 논의 착수",https://www.mk.co.kr/news/stock/10982759
분식회계 대우조선해양 상대 소송...2심도 정부·하나은행에 배상,https://www.ajunews.com/view/20240222095426949
카카오모빌리티 '분식 논란'…고의성이 징계 가를듯,https://www.sedaily.com/NewsView/2D96OOWPV7
"'분식회계' 혐의 카카오모빌리티...증선위, 오늘 최종 제재 논의",https://www.pointe.co.kr/news/articleView.html?idxno=24213
카카오 “회계 바꾸겠다”…고강도 제재 피할 수 있을까,https://www.hani.co.kr/arti/economy/marketing/1129661.html
"“가스공사 미수금 문제, 분식회계 오명 쓸 수도 있다”",https://m.ekn.kr/view.php?key=20240613022075869
"'분식회계 논란' 카카오모빌리티... 금감원, 제재 안건 금융위 상정",https://m.joseilbo.com/news/view.htm?newsid=513840
"카카오모빌리티 금감원 제기 분식회계 의혹 부인, ""택시 중개와 광고 별개""",https://www.businesspost.co.kr/BP?command=article_view&num=331509
"""분식회계 대우조선해양·안진, 정부 등 투자자 배상해야""",https://imnews.imbc.com/news/2024/society/article/6573486_36438.html
두산에너빌리티 '분식회계' 의혹 … 금융당국 '고의 정황' 포착,https://www.safetimes.co.kr/news/articleView.html?idxno=208858
"김대기, ‘통계조작 의혹’에 “민간에서는 분식회계로 크게 처벌받아”",https://news.kbs.co.kr/news/view.do?ncd=7812282
"'대우조선 분식회계' 손해 증권사들 1심 승소 … ""51억 배상하라""",https://www.safetimes.co.kr/news/articleView.html?idxno=210975
"'건설·조선' 수주산업 분식회계 끊이지 않아…금감원 ""올해 중점심사""",https://www.news1.kr/finance/general-stock/5303780
이재용 회장 삼성바이오로직스 분식회계 1심 '무죄',https://www.dailymedi.com/news/news_view.php?ca_id=22&wr_id=908078
"한동훈 “개혁신당, 분식회계 통해 보조금 사기...이게 정치개혁인가”",https://www.etoday.co.kr/news/view/2332134
"카카오모빌리티, 분식회계 과징금 90억원 부과…류긍선 대표 연임 빨간불",https://www.news1.kr/it-science/internet-platform/5333650
"류긍선 카카오모빌리티 대표 불명예 퇴진하나, 분식회계 의혹에 25년 성공신화 오점",https://www.businesspost.co.kr/BP?command=article_view&num=343527
'삼성처럼?' 카카오모빌리티 분식회계 의혹 둘러싼 쟁점,https://www.bizhankook.com/bk/article/27166
'회계 조작' 두산에너빌리티 중과실…고의 분식 혐의 벗었다,https://biz.sbs.co.kr/article/20000156424
이재용 `부당합병` 1심 선고 내달 5일로 연기…분식회계 혐의도,https://m.dt.co.kr/contents.html?article_no=2024012202109919607008
"금감원장, 회계법인에 ""분식회계ㆍ횡령 등 기업 내부통제 주시"" 주문",http://www.press9.kr/news/articleView.html?idxno=57196
"'분식회계' 혐의 카카오모빌리티, 회계기준 변경…매출 4000억원 감소",https://news.tf.co.kr/read/economy/2083829.htm
‘분식회계’ 혐의 대우산업 이상영 “도주우려 없어” 보석 호소,https://www.donga.com/news/Society/article/all/20240207/123429144/1
“분식회계 기업은 망하는데… 한국 신뢰도 추락”,https://www.chosun.com/economy/economy_general/2023/09/16/4H2BQEWFQFBODMDFVY5D3KK7RM/
"금감원, 카카오모빌리티 분식회계 최고 수위 제재 착수",https://www.sedaily.com/NewsView/2D5GKESHMD
"금융당국, ‘감리 자료 미제출’ 두산에너빌리티 검찰 통보···분식회계는 중과실 결론",https://www.khan.co.kr/economy/finance/article/202402071924001
카카오모빌리티 '분식회계' 최고 제재 ... 대표해임 등 선제조치 들어가나?,https://www.pointe.co.kr/news/articleView.html?idxno=8944
1천억 원대 분식회계 혐의 대우산업개발 회장 보석 호소,https://imnews.imbc.com/news/2024/society/article/6569420_36438.html
부동산개발 담당자에 준 65억…분식회계 들통 세금폭탄 소송,https://www.yna.co.kr/view/AKR20230929024300004
"중국, 헝다에 7700억 원대 ‘벌금 철퇴’… “회장은 증시 평생 진입 금지”",https://hankookilbo.com/News/Read/A2024031922510003917
"금감원, 수주산업 회계처리 중점심사 예고…“수주산업 공사 진행률 조작 등 분식회계 유의”",https://www.etoday.co.kr/news/view/2325497
'1천억대 분식회계' 대우산업개발 이상영·한재준 구속기소,https://www.yna.co.kr/view/AKR20230914106700004
분식회계 처벌 韓ㆍ美 비교,https://www.mk.co.kr/news/all/3351778
카카오모빌리티 ‘3000억대 분식회계’ 의혹…상장 제동 걸리나,https://www.mk.co.kr/news/stock/10863129
두산에너빌리티 분식회계 논란 … 금감원과 '공방전',https://www.mk.co.kr/news/stock/10845909
"ADM, 분식 회계 우려에 사상 최악의 급락(영상)",https://m.edaily.co.kr/News/Read?newsId=02702726638760672&mediaCodeNo=257
"처브라이프, '부풀려진' 회계보고서 금융당국 제출…""분식회계 아냐""",https://www.smartfn.co.kr/article/view/sfn202311280047
"카카오모빌리티 “분식회계 의혹, 금감원과 견해 차이 있어”",https://m.ddaily.co.kr/page/view/2023103109113071284
"'대우조선 분식회계'로 손해…""증권사들에 51억 배상하라""",https://www.hankyung.com/article/2023121214501
"1438억 분식회계, 부인은 법카 36억 썼다…이상영·한재준 기소",https://www.joongang.co.kr/article/25192495
"‘1,400억 원대 분식회계 혐의’ 이상영 회장 구속 기소",https://news.kbs.co.kr/news/view.do?ncd=7773730
"두산에너빌러티, 분식회계 논란...금감원과 공방전",https://www.psnews.co.kr/news/articleView.html?idxno=2034779
"카카오모빌리티 “분식회계 의혹, 금감원과 견해 차이 있어”",https://m.ddaily.co.kr/page/view/2023103109113071284
"한동훈 ""개혁신당 보조금 지급, 분식회계와 다를 바 없어""",http://www.snakorea.com/news/articleView.html?idxno=774474
"두산에너빌리티, 분식회계 논란",https://www.mydailybyte.com/post/%EB%91%90%EC%82%B0%EC%97%90%EB%84%88%EB%B9%8C%EB%A6%AC%ED%8B%B0-%EB%B6%84%EC%8B%9D%ED%9A%8C%EA%B3%84-%EB%85%BC%EB%9E%80
"'분식회계 논란' 류긍선 대표, 카카오모빌리티 계속 이끈다",https://www.getnews.co.kr/news/articleView.html?idxno=667003
"이번에는 분식 회계?‥""카카오 택시 매출 부풀려""",https://imnews.imbc.com/replay/2023/nwtoday/article/6539039_36207.html
두산에너빌리티 분식회계 논란 … 금감원과 '공방전',https://stock.mk.co.kr/news/view/247796
"이번에는 분식 회계?‥""카카오 택시 매출 부풀려""",https://imnews.imbc.com/replay/2023/nwtoday/article/6539039_36207.html
두산에너빌리티 분식회계 논란 … 금감원과 '공방전',https://stock.mk.co.kr/news/view/247796
"두산에너빌리티, 회계 논란…신 외감법 이후 강화한 제재에 치열한 공방전 예고",https://www.investchosun.com/site/data/html_dir/2023/10/17/2023101780194.html
"檢, ‘1400억대 분식 회계’ 대우산업개발 회장 구속 기소",https://www.segye.com/newsView/20230914517991
'피해자 2만여명' STX 조선해양 분식회계 집단소송 돌입,https://www.safetimes.co.kr/news/articleView.html?idxno=209559
‘1400억대 분식회계 혐의’ 대우산업개발 회장·전 대표 구속,https://news.kbs.co.kr/news/view.do?ncd=7760616
"법원, '에피스' 지배구조부터 삼성 논리 수용... 검찰 논거는 기초부터 무너졌다",https://hankookilbo.com/News/Read/A2024020615510001288
'산 넘어 산' 카카오... 이번엔 카카오모빌리티 분식회계 의혹,https://hankookilbo.com/News/Read/A2023103115340004482
기업 10곳중 2곳 분식회계,https://www.mk.co.kr/news/all/3574925
"檢, '1438억 분식회계' 이상영 대우산업개발 회장 구속기소",https://www.lawtimes.co.kr/news/191303
"카카오, 가맹택시 회계 기준 변경...카카오모빌리티 '멀어진 1조 매출'",https://www.digitaltoday.co.kr/news/articleView.html?idxno=507317
"금융당국, 두산에너빌리티 ‘분식 회계’ 의혹 감리 진행",https://m.ilyo.co.kr/?ac=article_view&entry_id=460409
"윤 대통령 ""文정부 겉으론 화려…뜯어보니 전부 분식회계""",https://www.hankyung.com/article/2023082858021
'분식회계 혐의' 이상영 대우산업개발 회장 구속,https://www.yna.co.kr/view/MYH20230830001500641
'1천400억 분식회계' 이상영 대우산업개발 회장 구속,https://www.yna.co.kr/view/AKR20230829172300004
‘1400억대 분식회계’ 이상영 대우산업개발 회장 구속기소 - 조선비즈,https://biz.chosun.com/topics/law_firm/2023/09/14/BYMPV5NO35GIFDJ4Y4R2SLNTIE/
'1400억원대 분식회계 혐의' 이상영 대우산업개발 회장 구속,https://www.hankyung.com/article/202308299205i
1438억 분식회계 대우산업개발 이상영 회장 첫 재판 공전...혐의 부인,https://www.ajunews.com/view/20231107113455029
'1천400억 분식회계' 이상영 대우산업개발 회장 구속영장(종합),https://www.yna.co.kr/view/AKR20230824102201004
‘1430억원 분식회계’ 이상영 전 대우산업개발 회장 구속…‘증거인멸 염려’,https://www.khan.co.kr/national/court-law/article/202308292230001
‘1438억 분식회계’ 이상영 대우산업개발 회장 구속기소,https://www.donga.com/news/Society/article/all/20230914/121181317/1
'1400억 분식회계' 이상영 대우산업개발 회장 구속,https://www.hankyung.com/article/202308299191Y
이상영 대우산업개발 회장 구속영장…″분식회계·횡령 등″,https://m.yonhapnewstv.co.kr/news/MYH20230825003500641
"‘삼바 분식회계 증거 인멸 혐의’ 김태한 前 삼바 대표, 1심 무죄",https://www.chosun.com/national/court_law/2024/02/14/2NQBNHXBOJG6DJJ66NWSPERVCY/
"[컨텍스트] 카카오모빌리티 3000억 분식회계 의혹, 어떻게 볼까.",https://slownews.kr/98820
"尹, 文정부 부실기업에 비유…""분식 회계에 내실 없어""(종합)",https://www.yna.co.kr/view/AKR20230828150700001
"민주 ""외평기금 사용은 분식회계…英, 국채발작에 수상 바뀌어""",https://news.einfomax.co.kr/news/articleView.html?idxno=4280943
"셀트리온그룹내 합병 본격화…""분식회계 논란 없애고 글로벌 도약""",https://www.asiae.co.kr/article/2023081716354507343
'1400억원대 분식회계' 이상영 대우산업개발 회장 구속심사 출석,https://www.newspim.com/news/view/20230829000567
'1천4백억 대 분식회계' 대우산업개발 회장 구속,https://imnews.imbc.com/replay/2023/nw1400/article/6519676_36177.html
증선위 분식회계자료 법원 송부 땐 '비밀엄수의무' 배제,https://www.safetimes.co.kr/news/articleView.html?idxno=207443
'수백억대 분식회계' 대우산업개발 이상영 회장 검찰 조사,https://news.sbs.co.kr/news/endPage.do?news_id=N1007309517
'1천400억 분식회계' 이상영 대우산업개발 회장 구속심사,https://www.yna.co.kr/view/AKR20230829058100004
'1천400억 분식회계' 대우산업개발 이상영 · 한재준 구속,https://news.sbs.co.kr/news/endPage.do?news_id=N1007326668
"與 ""文, '통계조작' 사과해야…성적조작·분식회계와 같아""(종합)",https://www.hankyung.com/article/202309188062Y
3년 넘은 이재용 부당합병·회계부정 공판 … 다음달 17일 결심,https://www.safetimes.co.kr/news/articleView.html?idxno=209398
"MBN, 같은 분식 회계인데 과징금은 20배···4년 전과 뭐가 달랐나",https://www.khan.co.kr/economy/finance/article/202305281514001
"검찰, '1000억대 분식회계' 대우산업개발 이상영·한재준 구속기소",https://www.fnnews.com/news/202309141533357386
"셀트리온, 분식회계 논란 3분기에 완전히 턴다",https://news.einfomax.co.kr/news/articleView.html?idxno=4268144
"""허위 세금 돌려줘""...'분식회계' 대우조선 국가 상대 무차별 소송",http://newstapa.org/article/7AAnC?kakao_from=mainnews
[리걸타임즈 집중분석] 최근 분식회계 형사사건의 동향,https://www.legaltimes.co.kr/news/articleView.html?idxno=51634
"분식회계 기업 투자자 피해 회복, 기업 회계 투명성 제고 기대",https://www.lawtimes.co.kr/news/186054
"증선위, ‘분식회계 의혹’ 셀트리온에 임원 해임 권고…거래정지는 피해",https://www.khan.co.kr/economy/finance/article/202203112038015
"[판결] '분식회계 피해' STX조선 소액주주들, 회사 상대 최종 승소",https://www.lawtimes.co.kr/news/181064
"[HERI 쟁점진단] 삼성 경영권 승계 재판, 재점화된 ‘삼바 분식회계’ 논란",https://www.hani.co.kr/arti/economy/economy_general/996741.html
"[단독]‘분식회계’ 의혹 셀트리온, 내주 증선위 논의···금감원 “검찰 고발” 의견",https://www.khan.co.kr/economy/finance/article/202201140600001
‘분식회계 종결’ 셀트리온 “불확실성 불식”…합병 기대감↑,http://mpharm.edaily.co.kr/news/read?newsId=02935606632262336&mediaCodeNo=257
[단독]GS건설 ‘분식회계’ 논란… 금감원 즉각 감리 착수해야,https://www.ynenews.kr/news/articleView.html?idxno=30852
"한국증권금융, ‘분식회계’ 감지 못한 회계법인 상대 손배소 최종 패소",https://www.segye.com/newsView/20210813510151
"대법 “분식회계 STX조선해양, 주주들에 55억원 배상하라”",https://www.khan.co.kr/national/court-law/article/202208211652001
"금감원, 한계기업 분식회계 등 상시 모니터링 강화",https://www.yna.co.kr/view/AKR20210410050100002
"씨젠은 왜, 어떻게 8년간 회계에 분칠을 했나",http://www.hitnews.co.kr/news/articleView.html?idxno=32904
분식회계는 악마의 탈을 쓴다,http://www.ulkyung.kr/news/articleView.html?idxno=9916
"산업은행 명령만 따른 대우조선 경영진, 5조 회계사기 불렀다",https://www.hani.co.kr/arti/economy/marketing/1065218.html
토트넘 수난…유벤투스 시절 '분식회계' 얽힌 단장도 활동 중단,https://www.yna.co.kr/view/AKR20230330050400007
"전문가, ""분식회계 혐의 셀트리온, 증선위 발표는 대선 이후 유력""",https://www.intn.co.kr/news/articleView.html?idxno=2020451
"대법 ""분식회계에 대한 시장 평가 반영돼야 '정상 주가'""",https://www.yna.co.kr/view/AKR20221011056200004
"[단독] 셀트리온 분식회계 논란, 3년 만에 금융당국 심판대에",https://www.hani.co.kr/arti/economy/marketing/1020375.html
[취재후] ‘삼바 분식회계’ 그룹 승계가 핵심이라는데 무슨 관계지?,https://news.kbs.co.kr/news/view.do?ncd=4160689
[인포그래픽]DGB대구은행 분식회계 논란 분석,https://www.ynenews.kr/news/articleView.html?idxno=29504
"양평공사 분식회계, 11년간 493억원 규모",https://www.ypsori.com/news/articleView.html?idxno=20109
[인포그래픽]DGB대구은행 분식회계 논란 분석,https://www.ynenews.kr/news/articleView.html?idxno=29504
"[사설]‘삼성바이오’ 고의 분식회계 확인, 엄중히 다스려야",https://www.khan.co.kr/opinion/editorial/article/201811142058005
‘자본금 분식회계’ MBN 경영진 집유…법인에 벌금,https://www.hani.co.kr/arti/society/society_general/955098.html
"'삼바 분식회계' 연루 회계사들 ""부당 요구·처리 없어""",https://www.yna.co.kr/view/AKR20210908070500004
